o_id,a_id
2765,96
163,504
2219,1936
2073,542
2721,154
538,7
206,169
1331,382
155,1789
35,3
328,23
853,895
196,22
140,589
253,52
209,54
1207,102
822,0
319,14
674,11
7896,267
1040,920
558,1028
7303,646
124,148
507,4
5411,1213
2,1922
186,563
133,104
3113,0
1698,23
460,261
1382,532
4824,287
455,2
2734,107
517,3
402,138
6921,719
51,145
678,30
1727,17
3416,1005
853,12
122,6
112,143
573,14
1580,539
3463,33
282,8
1702,2
7753,286
141,243
72,636
736,451
457,38
97,31
3015,559
4703,690
989,0
2,10
548,1
7791,16
186,206
68,174
1,243
5117,46
5179,31
33,706
2013,1671
72,56
1273,856
23,695
390,94
131,1294
461,43
101,4
313,12
3694,6
2026,24
43,151
1161,519
5560,371
3018,6
56,217
19,1999
1974,10
360,207
240,421
76,59
521,130
1953,269
136,224
3351,46
1030,13
57,866
1897,184
133,221
421,82
8,9
1949,27
51,26
7889,639
468,113
329,190
301,320
1,396
2280,127
139,314
12,4
1481,267
1236,27
558,11
5824,22
1856,248
1782,122
25,32
2295,46
281,206
2599,54
6977,27
1,72
951,206
257,486
2241,7
169,1170
766,219
1211,58
0,63
3803,329
2763,484
6318,94
57,51
43,0
1357,95
589,53
497,101
868,124
8,376
86,17
1465,6
402,48
510,977
833,380
4425,466
4009,5
1040,654
1333,7
4517,2
293,298
521,15
4777,150
4740,46
661,747
41,402
193,255
6744,690
7459,3
6241,1928
5954,150
577,2
3121,1
37,152
1109,100
634,68
122,272
2927,5
899,66
373,129
984,346
315,8
7982,617
4942,342
5156,8
847,94
395,1
558,406
874,43
4450,882
78,59
608,2
128,81
1,1989
116,1379
556,0
261,172
3204,80
0,138
76,157
664,417
1941,122
721,225
133,115
66,54
38,176
2165,184
1034,9
1276,228
732,1098
3707,268
109,5
51,180
131,157
387,39
3777,408
5682,720
84,10
70,45
40,80
630,21
351,540
600,40
28,465
141,206
1877,3
150,100
325,2
2,39
461,706
500,24
638,258
486,31
2751,45
405,11
1094,17
449,1163
338,30
4211,85
1,150
1006,1253
757,289
1700,369
699,104
510,371
42,957
992,478
4533,25
0,473
2,619
2881,110
461,6
2045,406
1865,16
523,23
327,605
698,19
2040,10
1362,10
2403,335
774,164
6,50
2502,1
1615,21
3788,43
446,132
1442,5
2250,73
312,168
4441,5
270,225
76,16
6316,482
1427,137
1030,38
6597,455
820,38
739,142
702,6
8,110
506,55
3631,35
1,1019
3246,7
238,614
51,1
1100,60
210,610
341,1736
3097,119
2931,9
1341,8
165,875
3514,8
107,20
3234,10
5506,0
874,321
25,75
615,90
140,780
585,3
3390,360
36,333
827,74
1491,35
6622,25
799,32
1,99
5576,34
1142,664
8,769
5933,26
1061,430
162,22
150,575
194,999
30,1
694,56
641,172
0,84
258,916
2401,158
57,22
2530,890
336,43
216,625
3544,67
1557,17
86,10
342,96
19,63
312,51
42,100
2259,6
616,1
5063,22
3692,32
7180,37
1498,133
857,59
1110,30
1880,1193
84,364
17,93
222,22
1015,463
155,203
141,52
1545,6
127,159
81,1331
606,75
553,93
809,235
832,4
117,6
154,48
27,802
5754,6
1800,35
36,60
700,11
22,123
7249,10
633,88
942,56
598,686
3615,23
4220,615
5801,361
828,278
941,17
129,1
371,82
140,647
594,70
43,468
728,1132
1779,513
361,185
1767,32
24,7
1790,387
930,55
916,6
826,132
556,29
708,224
4941,342
53,53
1801,641
4895,1161
7185,25
87,346
4802,47
1837,212
3858,1
1371,78
15,30
4896,7
146,42
1147,2048
2259,403
1755,21
464,649
28,10
14,77
7416,246
3061,1391
387,202
135,1028
50,304
4449,6
1541,37
1022,676
533,679
1981,175
37,360
4397,0
710,1
3079,24
16,29
2,64
862,348
1971,22
117,139
433,68
73,45
36,167
2117,940
2262,79
1,137
220,59
206,194
1091,1124
139,7
766,26
72,226
21,55
1453,218
1040,1
5084,770
196,67
0,510
408,83
34,21
1408,259
1048,298
1486,124
38,580
238,15
699,523
3767,1178
6050,147
7370,11
703,80
9,60
3298,118
541,6
38,0
1486,568
6,1278
1417,23
8,115
19,341
1114,26
1167,20
30,823
3658,59
1312,9
2,403
94,21
117,476
13,49
511,244
121,10
107,43
1675,1128
3525,403
28,577
127,949
7481,22
28,1060
874,362
362,6
2528,806
1307,330
281,20
212,1320
230,17
267,25
486,239
1046,213
456,46
442,1
1553,7
3860,117
135,38
1,6
116,207
125,7
6094,248
2298,9
30,42
0,73
1676,41
613,131
498,10
1669,1328
1563,1365
87,60
253,276
3798,26
788,1
751,21
774,52
1742,137
4873,6
220,1010
497,83
522,36
483,128
5211,241
42,385
1054,30
26,778
1893,5
4602,96
136,85
32,6
4,84
3934,6
924,5
4133,9
165,167
1043,54
250,49
93,389
644,43
7368,0
127,250
558,928
1402,164
249,104
2636,1960
1934,36
117,33
7842,363
1378,12
2509,371
225,64
121,151
582,4
7016,152
780,31
2584,236
482,691
2450,5
2996,8
5510,347
1913,61
903,1
1885,63
695,227
7424,747
384,5
6949,0
8,913
10,67
208,200
1116,2
0,196
1035,44
613,8
1699,5
650,2
6205,466
124,75
1618,79
698,278
811,29
80,33
1182,60
186,610
15,5
241,114
8,301
100,179
63,265
4633,1279
6739,16
854,12
21,773
1437,3
602,460
180,154
122,169
530,240
71,16
94,179
1754,115
2244,0
2230,87
829,21
98,1
575,529
107,213
1,736
3,46
7018,1360
164,251
0,1100
37,371
1787,199
23,160
2,125
3268,124
576,26
5088,109
126,188
4970,1
633,200
1809,59
301,96
1,172
183,92
633,1637
24,763
6935,674
102,20
1188,23
381,67
6986,2074
146,818
1536,1175
7135,427
2208,91
2344,395
2,673
537,44
101,213
11,181
712,6
34,14
20,77
135,268
3039,492
7650,2
1352,69
2559,11
2002,3
1308,944
2155,118
30,284
2943,102
555,124
938,140
848,2
133,174
375,463
2677,7
165,285
453,1213
1684,24
6444,7
877,26
879,1596
296,339
2305,127
1764,93
971,42
0,667
2519,162
2092,48
41,178
769,1146
2827,188
559,1
1592,4
40,5
349,5
386,49
995,1339
3942,1
4648,338
3476,5
1833,24
27,559
871,102
1279,101
380,579
1876,9
96,10
135,61
3385,54
5072,2168
7671,88
5924,134
4197,5
3009,474
5202,90
7737,123
72,114
1635,1011
1158,1590
44,8
2104,295
0,110
219,18
205,27
5164,49
87,27
57,476
20,208
1415,67
2924,0
1025,13
52,289
271,961
114,38
1495,102
19,9
5,38
298,48
588,145
6586,18
392,4
998,868
138,616
4147,27
1309,0
1332,167
3122,11
1,1185
5765,30
2153,113
155,5
448,9
360,709
1231,1037
23,10
249,83
1351,56
6445,753
553,11
1346,344
50,55
396,15
338,250
1260,5
5834,247
1472,29
757,13
139,324
30,1283
879,542
609,14
4842,12
2623,16
277,222
902,1571
173,93
927,116
106,0
18,1354
48,137
1703,888
931,222
253,64
186,11
495,7
1899,21
54,2
2037,911
524,294
1760,300
432,790
5741,781
0,249
4897,46
9,381
429,1052
447,215
6295,335
80,70
29,19
15,32
38,835
935,211
497,35
190,30
1836,469
42,17
425,175
155,338
692,107
51,357
270,1
7748,575
830,217
763,22
1351,361
3132,5
991,110
961,15
601,32
550,91
112,51
4753,4
1682,288
4444,849
4914,17
1057,1778
28,384
178,21
3633,411
2018,379
457,90
6110,90
1824,32
2058,11
1017,114
339,90
4634,35
18,637
936,8
2,150
221,2
50,170
859,561
605,45
1202,1
125,456
2312,127
81,802
263,80
48,4
6168,780
135,299
873,56
688,195
985,1243
542,13
30,289
1026,678
397,994
399,116
3379,4
9,234
267,686
721,303
412,16
1461,27
1018,266
494,639
3050,39
65,45
1114,32
934,151
7877,66
468,13
145,38
454,40
8015,212
27,6
246,142
13,231
880,84
361,577
1193,226
400,3
93,138
40,42
3,190
28,539
3829,267
819,256
74,201
722,1741
1411,85
629,10
1715,3
721,1207
3201,221
4486,114
82,78
232,639
4248,3
1,220
206,23
499,11
1610,9
118,1315
28,991
1200,2153
30,208
0,387
101,37
447,9
87,118
57,455
20,61
495,285
2260,6
5399,1210
158,199
5885,101
1281,94
2559,155
1338,136
4252,14
1988,66
1310,82
194,26
51,447
7845,4
203,200
643,1143
355,21
583,677
198,589
364,861
592,248
41,262
43,688
1546,6
806,31
38,117
8,40
709,992
1043,0
2197,56
492,72
1285,67
118,54
88,69
0,1291
3619,434
853,434
2,316
1747,1094
131,64
410,9
728,4
163,371
22,170
3272,5
7387,117
128,633
3871,14
2822,1
538,188
7781,141
1589,457
5843,866
6513,248
14,937
2018,5
4951,2125
480,59
1900,97
466,2
106,45
3102,107
3766,18
3010,3
25,1
163,143
864,0
557,35
82,453
361,10
5320,18
2046,952
824,605
56,967
533,59
1621,540
745,61
1944,503
0,30
7215,77
336,245
29,14
449,266
7475,289
1048,458
497,6
831,105
100,229
416,44
56,3
720,26
3435,181
1997,1
136,10
2761,23
763,13
18,82
131,369
4,1
27,160
1892,15
769,1211
1161,105
84,166
1811,35
711,11
1066,22
400,173
923,27
856,38
766,1001
2,179
168,183
1807,373
546,820
140,5
163,508
22,33
1071,46
82,244
301,22
2656,437
1,378
257,144
349,266
4363,188
538,3
577,559
72,177
1377,0
201,275
5672,5
402,1406
1349,106
2157,14
3243,31
927,4
3536,35
0,301
1586,71
2,759
7690,853
48,25
94,1004
940,32
262,60
135,454
3779,415
1142,1080
7592,449
81,385
542,22
5999,37
906,325
124,144
214,22
147,91
15,80
38,211
241,37
2400,6
4400,731
3502,1
7004,1
28,76
51,149
14,11
3354,56
0,725
122,2
7925,369
27,61
601,80
880,41
6396,23
511,5
573,10
1368,1538
377,33
1871,996
70,12
3,69
26,238
2987,10
2,6
1051,1
5577,1
1715,38
1012,163
2650,192
126,17
4103,5
96,68
45,117
1152,1303
6903,4
31,38
4504,82
921,6
1838,2
1861,163
286,3
2,586
101,0
138,26
4371,0
500,563
1376,194
2,1233
4054,35
684,1
43,139
121,819
241,278
845,18
370,114
605,1254
1642,71
2577,1
194,55
3057,1173
3573,197
1162,54
265,448
982,55
18,248
899,513
38,78
739,175
1057,22
8,13
2211,202
1963,86
1204,82
28,199
88,106
434,170
240,101
1215,370
4680,1089
3127,1954
505,7
1155,415
749,284
2512,217
5346,17
4668,5
1094,1348
163,342
970,42
610,21
22,143
133,1138
889,90
453,1
8,1508
540,511
102,296
72,1003
558,15
745,516
55,19
25,36
2544,150
186,81
315,319
776,827
2389,18
799,1
1281,770
5387,10
732,36
518,2183
745,64
55,727
650,85
122,676
546,2
1595,5
161,96
96,539
80,112
43,4
1092,9
744,151
336,10
557,386
1078,44
1438,21
2751,1068
589,49
5871,38
1329,506
416,1
3479,4
56,104
42,71
65,238
284,8
2487,79
78,808
5418,2
85,84
1081,75
198,477
4,46
3678,54
961,69
3226,7
472,54
2532,426
8,184
407,16
430,371
155,168
201,826
2277,75
576,201
117,231
525,0
22,26
349,293
153,74
395,5
2171,4
263,10
581,27
286,185
138,496
1724,54
4054,137
43,309
2119,2
158,6
1,2009
1419,41
2046,8
86,740
7864,227
252,212
879,41
1324,106
42,374
542,59
1847,94
67,217
360,109
53,22
0,142
214,11
124,141
3450,57
119,138
1152,57
2035,196
241,56
294,2
121,1634
2467,14
531,21
1926,4
28,105
946,548
194,257
3702,5
51,184
1983,66
1607,598
1789,303
482,4
1962,203
41,3
2348,25
350,23
4,145
27,80
2968,182
278,195
84,22
70,33
5405,703
40,84
1052,117
349,246
4478,5
127,33
1621,153
1506,16
16,124
1065,119
55,181
2,35
2097,1527
373,274
126,250
163,76
382,64
864,463
45,16
893,1432
3560,27
257,0
591,5
803,13
72,1
381,9
201,483
736,120
360,284
2948,65
461,2
1367,650
592,758
20,7
6,54
4684,285
340,1264
1,1878
1200,68
4333,90
1958,1529
464,423
3935,33
2466,1289
436,21
3801,5
76,12
1035,227
5766,30
1390,149
2249,4
3669,6
1664,96
1362,1201
38,35
5638,375
2278,24
47,211
2324,272
492,2
169,33
5158,8
28,252
51,5
514,550
198,199
2,370
131,10
424,0
13,82
329,133
1659,9
1924,5
70,156
1052,200
3,213
116,362
995,1397
26,30
335,8
5,783
10,699
3315,32
1914,24
187,1
173,46
6397,1057
55,14
92,386
48,216
135,7
799,44
1832,41
361,48
1,103
665,8
423,264
614,101
674,326
125,40
30,5
2036,47
0,40
906,4
1120,216
57,26
2682,5
811,129
43,27
617,178
29,68
882,22
2121,156
86,14
1135,1
455,191
238,181
42,96
5,124
844,45
2791,24
18,8
2733,159
41,441
4,75
705,962
373,884
1906,2
1892,113
2495,269
61,23
644,10
26,289
3815,4
5038,1
2570,366
1750,93
187,734
23,76
1365,49
265,1004
1321,59
477,105
1897,648
4040,16
225,97
66,1191
2262,180
2868,796
542,1445
653,264
1430,64
662,62
58,306
1326,17
210,25
3347,358
263,33
3139,8
129,5
2180,141
2090,15
2883,454
1865,242
5293,74
200,110
158,43
5230,462
1737,25
5292,21
4030,90
3896,90
849,33
321,456
53,49
1803,499
906,139
265,1
147,37
80,0
133,26
15,26
6125,342
38,137
86,133
1580,5
351,99
155,284
1497,265
28,6
1077,13
2909,81
574,9
4968,1691
27,119
156,785
6424,157
820,312
3657,201
98,32
2442,14
1133,8
785,48
70,58
56,1556
3,15
296,3
141,165
1213,1
791,111
3222,501
362,159
325,41
844,1039
2694,50
680,56
2,92
922,29
562,4
59,2
2005,263
2232,18
642,31
1,141
257,59
2137,155
432,15
803,16
1377,107
328,112
1273,938
632,30
300,14
2540,199
0,498
4203,1498
4348,1
152,45
7104,18
1073,173
8,571
2739,1
3530,284
88,1053
3949,15
5,146
9,32
726,151
507,239
1300,226
2491,38
541,2
15,239
769,927
2490,101
6349,95
28,153
526,136
448,413
240,95
203,421
2955,2
2595,107
196,954
1925,85
131,17
4364,9
5397,653
3434,22
13,45
260,1326
174,0
12,122
865,8
2494,112
429,95
583,386
362,2
4595,8
203,1034
1256,1398
304,151
3570,26
6636,119
3205,836
1,26
1034,688
704,455
125,3
150,532
30,46
512,313
4535,1323
6157,69
883,24
2166,4
4438,18
498,6
1918,16
7803,4
380,38
5339,26
488,415
5818,484
19,38
1361,103
425,259
194,64
655,253
180,19
166,26
4182,352
484,649
32,26
2466,796
18,37
1233,318
4,80
887,21
1973,10
1802,418
7648,22
672,89
303,53
2912,18
273,2
257,645
614,877
540,64
923,72
23,43
2029,5
2,226
140,84
804,435
73,143
36,5
714,49
225,68
70,300
1596,381
432,489
586,198
201,188
4002,0
351,1270
187,113
2798,41
452,11
129,56
1383,76
3789,89
689,32
101,300
1353,9
253,97
2237,184
465,17
6403,27
6118,19
1431,1375
128,111
38,678
884,308
10,79
67,3
2178,296
0,216
2839,18
4841,1658
133,37
1152,115
15,1
626,16
4861,984
8,465
63,309
2815,0
86,126
1465,93
588,43
1252,2
3199,127
1835,5
131,331
705,114
458,34
151,5
107,201
3080,1717
3,18
2282,509
74,101
849,809
6637,78
1810,110
922,6
1701,232
3828,80
5763,10
315,83
449,1221
1,160
2218,54
372,151
102,8
547,237
860,19
0,279
537,48
1365,1146
580,1
2156,35
2066,823
303,1078
128,506
4310,17
3,938
370,5
356,112
319,76
252,33
5557,7
1287,157
671,392
5794,18
489,546
242,218
2648,25
214,92
1671,72
274,225
1641,103
901,4
3392,7
716,5
38,25
1684,36
5850,15
6990,18
1612,262
14,449
0,671
1492,644
2006,10
1563,635
2040,848
131,52
758,453
4572,1973
13,8
573,48
1343,572
919,36
84,99
2211,599
3,159
2755,146
1241,207
970,689
3000,24
1,61
10,293
2298,1627
1031,312
992,423
30,51
1372,90
286,89
0,98
530,846
161,145
380,3
43,213
963,4
1025,1
2573,185
3825,0
100,17
3389,55
421,2165
19,13
1031,252
298,60
2886,83
602,110
2164,351
62,60
906,398
341,107
2392,1469
4223,264
45,1987
2942,36
4146,108
169,84
2072,493
4563,45
277,550
6146,1103
23,6
2314,22
316,12
445,336
198,104
200,1249
4283,43
714,26
292,116
573,197
1260,1
1,462
1061,193
432,462
344,522
224,96
48,141
11,19
1985,1315
2184,1
149,129
43,386
2028,691
128,132
61,1274
3380,78
6587,826
485,138
1686,24
953,344
0,1682
150,644
427,1
1538,3
1349,282
5031,10
821,337
3038,89
0,253
161,46
6107,16
57,109
460,173
190,2
2481,30
4750,99
810,119
42,29
1384,16
3398,26
3472,152
1637,11
0,569
1674,7
203,98
1111,180
85,10
7282,1685
1821,69
4,224
27,129
48,1456
1242,180
50,354
202,185
2546,305
248,599
3,57
1368,497
178,17
7174,214
406,1
1111,760
452,711
1051,149
3268,5
2,146
117,221
154,73
433,54
6123,110
1122,2
73,31
656,10
107,296
1,347
241,894
3638,101
3509,63
2377,754
2983,168
5022,507
1900,315
429,356
5819,484
78,117
1865,165
128,31
7712,482
3032,127
637,60
3188,1462
1045,21
542,113
5183,184
30,293
39,41
332,53
3086,22
560,272
9,238
380,297
1779,20
4140,982
1816,10
806,356
331,68
3622,422
3975,658
554,84
900,120
1384,155
5098,1181
5,284
65,33
360,611
6282,94
53,512
2020,8
122,37
3662,1153
5517,393
2,421
94,71
615,547
255,80
866,23
598,454
400,7
40,46
386,38
727,843
277,304
761,21
83,1
784,44
4036,102
1330,27
654,737
3210,1
442,83
22,351
3408,394
1,208
206,27
609,276
1490,119
641,17
1268,0
129,805
152,66
2212,286
6084,11
405,513
299,2
7987,132
301,688
1908,71
859,74
1,1692
845,51
497,141
460,23
1571,17
2098,116
6016,25
180,37
143,83
1637,353
749,185
507,178
659,49
645,14
66,207
331,241
8,44
7931,687
833,0
118,10
5128,5
1845,135
526,93
2662,11
2263,180
1247,2
6114,90
871,302
1422,138
6486,79
2608,34
3325,171
3272,9
1327,11
22,174
24,1187
852,105
144,88
3781,136
93,27
130,7
1472,54
3126,87
28,746
5635,18
3183,19
120,22
5425,18
3010,31
25,5
2569,4
2878,30
3664,839
135,73
4974,1692
396,1231
6611,2002
1410,137
1103,52
347,47
3009,78
229,15
464,144
4318,1890
0,18
309,8
627,5
454,1059
2270,8
523,206
1941,18
1448,1125
659,510
161,1
555,177
43,101
241,172
8,283
545,84
123,64
2748,17
56,7
2992,338
2989,123
27,164
3279,110
472,21
7392,1
98,83
3,1635
2928,738
1933,1608
4780,899
2018,336
164,169
3785,15
5379,1
1365,503
606,5
168,187
2101,15
1189,10
140,1
50,131
68,291
1626,558
162,299
1377,4
5981,1
26,1470
408,6
749,1307
2802,336
57,289
1885,70
3,852
1917,853
10,56
764,815
2635,1
674,3
42,361
360,76
397,1017
74,838
0,877
6678,137
1314,66
85,326
615,1745
7086,162
569,9
133,80
4244,1090
66,21
2064,3
4262,191
89,172
677,531
255,635
38,215
331,91
2548,19
702,190
1,1510
1848,384
63,352
4697,31
3290,1047
1183,730
155,454
51,153
5589,16
1727,25
5944,1
678,22
701,367
122,14
3902,757
1194,48
27,49
5650,62
3117,5
273,290
40,51
1038,483
282,16
2907,9
653,63
946,11
141,235
5995,269
150,27
3771,121
67,939
6533,206
468,426
2,2
5284,53
371,289
177,40
126,21
5175,189
5122,43
82,103
1,203
72,32
93,1482
722,38
30,249
1305,93
2473,64
438,322
2625,213
101,12
2800,157
6,17
248,1599
1675,133
997,211
2891,276
930,268
3926,220
5,232
150,899
526,522
602,180
565,32
1672,1388
180,66
2249,37
825,252
313,464
820,1
216,261
3853,241
38,66
8,49
56,285
7783,6
3843,180
999,626
383,153
3061,593
943,27
505,11
373,4
255,32
1659,1715
1,388
93,54
12,60
2266,6
1354,3
969,103
4821,1359
1937,0
2413,70
1321,363
1434,10
408,160
200,2
571,245
218,1367
716,925
1,64
614,4
210,457
0,55
480,1275
138,141
7404,19
862,1340
4329,1535
66,443
589,45
241,135
416,5
1285,283
2245,4
602,59
703,283
687,646
85,80
2235,131
1413,8
885,1593
4,42
4479,73
105,771
179,4
1214,124
22,978
407,44
635,415
47,5
4100,427
40,237
155,172
28,342
448,82
3847,1413
1086,133
23,109
5554,2
2,168
500,157
154,31
2085,1429
36,95
7687,87
993,20
2028,20
1908,1474
28,794
141,533
97,313
3951,25
874,19
0,326
23,1466
78,3
3512,36
158,10
513,9
1,2013
702,583
10,5
2623,527
2423,1257
588,425
5111,52
43,1013
744,6
66,14
38,168
241,60
972,46
612,5
5,450
1893,460
23,290
482,0
2302,197
772,11
41,7
4,157
2055,9
984,113
4142,6
1915,106
188,65
3477,7
734,76
40,88
3,108
1317,115
150,124
634,467
1374,15
272,138
2,63
560,637
922,124
1226,14
163,112
59,35
128,888
1,238
884,61
206,33
139,88
547,167
432,46
72,5
2953,192
1040,100
106,300
604,35
5960,148
1093,1717
115,22
816,19
101,23
87,68
43,162
4186,54
209,190
135,338
2820,150
6730,23
1161,530
294,497
38,923
100,416
356,10
102,530
1760,0
967,538
180,111
76,8
9,65
265,431
32,430
6646,1137
2558,2
1300,129
532,363
327,409
479,98
1717,368
716,79
8,22
2082,491
47,223
146,252
365,264
3910,22
169,37
28,248
3036,31
51,9
397,13
226,33
528,635
1261,7
101,1391
302,378
131,14
562,278
502,333
255,15
61,322
248,311
391,465
107,12
2541,266
960,148
335,20
2252,466
196,349
1782,23
55,10
2,946
4272,4
5074,137
5189,0
1198,55
1168,6
428,15
4857,1156
324,72
4619,127
1818,192
1,123
116,810
3518,7
67,119
159,431
0,44
484,20
765,485
43,31
2947,9
218,11
589,8
1,1575
86,2
893,498
56,81
365,57
3160,10
166,5
1215,10
5125,31
27,1685
1427,26
18,4
5964,18
728,353
3226,44
4322,241
179,43
75,202
61,19
8,129
40,242
19,515
28,371
139,710
2176,150
141,44
5270,1412
657,22
3164,5
2461,60
1189,112
340,658
213,652
490,3
254,75
224,42
277,16
540,1998
1644,112
187,158
7197,4
11,93
177,309
894,394
253,2
968,8
186,461
262,110
7823,22
24,15
3087,10
2460,687
6354,681
953,150
1218,666
849,37
157,126
4925,585
2625,466
2664,616
846,890
3824,448
5201,90
2120,518
1685,7
2673,494
80,4
1537,48
4977,11
29,213
38,141
854,35
146,34
155,272
28,2
1370,5
2282,24
127,500
2434,485
240,216
173,652
5254,552
32,180
772,16
41,42
1090,55
133,474
668,65
7911,112
984,150
947,10
804,641
45,611
70,62
630,6
2628,24
282,38
487,35
127,8
37,272
2471,26
687,170
2987,56
989,46
207,17
500,13
562,0
154,143
1175,54
382,41
6,515
951,7
220,51
665,170
8,1251
1151,36
1174,101
699,71
300,10
286,205
5169,100
152,49
7685,117
4931,6
20,104
5212,141
158,154
423,50
100,397
173,1496
971,387
380,339
133,139
6401,23
38,56
331,14
598,64
2711,383
4607,59
1086,68
2609,46
2,363
1699,1032
691,109
140,221
2267,31
202,98
3415,350
61,317
5825,247
121,18
174,4
3140,215
3011,29
26,7
261,785
81,541
1847,1751
1164,201
4154,21
2892,238
1318,582
4145,1674
36,338
813,6
135,30
1,30
310,0
2294,419
2213,135
125,31
58,200
32,1207
0,65
615,493
138,243
1060,334
2,1142
57,1
1770,23
721,26
2026,189
2654,140
603,26
7565,44
199,1755
665,627
497,75
522,44
1419,310
3440,1
56,182
19,42
312,32
4039,2
5,3
962,38
946,739
180,31
53,279
270,153
3047,69
401,175
1143,339
41,320
458,187
8,230
1336,52
1,867
1857,406
7516,17
1589,87
6101,36
88,3
9,621
2708,217
325,203
2182,0
1526,5
2846,43
2290,11
398,680
2509,363
22,84
875,2
128,551
7747,2207
1880,109
462,142
7661,193
1197,482
4547,141
5515,218
1563,17
1141,5
2,802
4680,17
4108,618
101,296
304,6
7584,27
4908,1
2,1417
2696,204
43,483
82,391
1943,1423
1103,238
384,29
116,858
1610,254
893,62
2213,12
3555,1
2199,233
7488,325
1462,10
4034,81
0,220
1992,1
108,568
364,594
532,42
57,142
1567,2
4751,9
7632,819
15,13
241,106
61,735
2121,16
1744,384
623,329
3539,192
19,183
2349,0
351,10
125,1149
2166,595
2747,2
364,22
5390,61
735,33
246,22
1369,159
43,1236
61,131
47,464
1797,94
6009,345
150,74
1720,148
1425,8
131,779
885,8
576,18
2101,69
571,297
419,4
8017,4
1186,1042
1654,15
605,10
1,164
42,1140
4633,2004
462,21
102,12
139,18
7709,104
1040,30
2194,90
196,80
475,11
403,1706
48,39
1083,1
4267,4
6811,7
2119,165
370,1
24,191
116,557
953,6
5211,19
2900,221
2646,457
740,169
9,15
214,80
659,197
4,1014
170,26
2371,551
27,447
52,26
4949,21
38,29
2700,122
8,64
1299,2
199,42
2222,381
1114,15
565,341
4018,37
648,31
2814,74
7773,78
13,4
1943,392
6712,2020
610,64
1783,254
40,13
538,276
26,32
335,94
28,630
2215,16
201,30
166,716
376,20
92,464
1648,1
304,224
931,93
1145,9
361,98
1,49
2801,16
826,79
44,0
2976,116
30,55
286,93
0,102
3946,1435
6821,53
498,31
138,220
140,1410
1007,98
57,484
2327,92
43,201
232,30
1025,5
2163,726
100,29
190,155
3237,158
764,228
19,17
1414,0
0,2119
5,46
118,425
3057,1111
51,480
180,4
7778,4
9,948
6895,2049
4631,269
3738,294
446,2054
769,771
2633,470
2000,0
5110,135
1322,20
155,29
51,92
1102,755
1176,625
23,2
1365,3
468,179
2415,142
4580,458
3,268
1225,867
999,120
14,908
3319,1839
58,260
685,169
4724,112
159,6
1088,84
3485,94
34,364
186,19
1899,13
850,10
5041,2159
1168,427
5899,356
38,703
1368,738
2598,59
4282,656
930,5
6176,983
3347,240
4978,56
0,241
825,11
57,113
5228,1022
1304,87
7574,74
2151,2
517,231
58,1043
521,77
786,27
606,424
454,181
4,236
550,83
829,8
1924,237
3320,3
1,659
3,61
856,9
2893,226
164,200
37,326
710,55
1298,307
1782,331
1692,103
2,110
258,4
154,85
126,137
73,3
3348,8
4039,1050
577,524
153,4
614,317
1511,1
5147,1397
699,17
21,5
595,224
2565,4
475,46
2,722
152,251
5330,231
698,74
2938,147
2592,29
4149,19
209,15
1295,1467
128,19
3,949
63,205
5866,215
623,5
5942,0
720,300
26,1109
141,1412
9,18
982,223
87,313
1233,115
555,11
901,43
170,39
3028,213
66,116
891,0
252,734
8,1984
900,100
759,9
4976,1
6923,78
344,108
406,340
122,33
27,30
2668,656
13,31
5265,69
511,38
2149,5
151,113
121,88
40,18
1089,9
499,727
1474,709
960,67
187,434
925,1376
83,5
482,522
1540,23
1833,43
7734,9
399,841
2325,1420
4,1707
1890,63
163,10
456,0
573,491
1,212
116,153
499,19
10,266
1919,9
7122,1007
49,224
907,8
1762,340
72,95
4713,74
4992,9
1040,174
523,1708
2881,44
447,49
57,463
1348,11
66,263
423,153
2711,6
1933,1035
565,1
62,5
173,1000
355,29
80,292
260,40
1138,39
566,516
435,2
2073,33
672,23
2942,13
340,141
47,145
1105,327
169,99
118,14
139,663
526,33
51,67
212,54
198,1
3097,53
50,8
253,527
1099,15
359,22
6613,2003
790,308
170,1093
495,566
225,22
1327,23
3629,47
70,222
2308,375
93,23
130,3
1472,10
1979,1597
187,79
97,461
2939,306
106,21
1805,42
945,104
2161,39
555,745
68,120
4234,233
2430,532
2483,167
766,226
1197,92
367,157
2773,10
1898,251
0,22
76,257
2022,8
5231,2
3012,1137
855,41
638,651
336,237
3754,9
135,1545
29,6
202,1738
995,267
868,27
1954,10
86,72
363,597
252,288
56,11
40,624
2070,1
402,11
948,2
270,50
136,50
62,176
274,480
4,9
2846,384
502,90
50,379
86,500
2732,430
607,178
8,1782
923,19
3548,8
1612,5
1063,767
2542,4
4505,24
562,83
359,139
36,126
4200,559
4525,310
22,57
315,33
2647,16
686,16
248,252
4225,26
490,89
79,169
1098,67
187,216
927,12
3974,3
489,16
2429,865
159,150
860,33
371,20
1097,26
2622,35
6802,229
2578,61
1046,1640
91,2
128,8
1818,397
24,73
1052,837
1827,89
100,476
10,36
462,671
2635,5
1513,4
270,381
53,115
18,381
80,206
1115,22
2119,547
52,44
4859,213
22,716
5343,367
5940,211
8,1829
169,153
5,291
28,68
639,594
678,10
754,356
4422,87
122,10
2556,256
530,21
297,142
705,25
154,257
3791,163
140,364
2585,231
3980,50
2571,20
1622,7
84,49
3,77
960,120
4558,115
